id,listing_number,host_id,host_name,city,price_clean,estimated_revenue,customer_count_num,total_reviewers_number,room_type,price,host_certification,host_response_rate_pct,host_acceptance_rate_pct,bathrooms_num,bedrooms_num,beds_num,accommodates_num,reply_time_category,area,guest_favourite
53020,91,466330896,Blueground,Singapore,384,0,0,0,Hotel Room,384,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53021,580,138649185,Apac,Singapore,236,0,0,0,Hotel Room,236,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53022,580,138649185,Apac,Singapore,297,0,0,1,Hotel Room,297,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53023,1,645785,Aliza,Singapore,55,0,0,0,Private Room,55,1,0,0,0,0,1,1,Unknown,Asia,0
53024,1,16840994,Lee,Singapore,170,0,0,0,Hotel Room,170,1,0,1,0,0,2,4,Unknown,Asia,0
53025,91,466330896,Blueground,Singapore,258,0,0,0,Hotel Room,258,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53026,1,33269927,Andre,Singapore,150,0,0,0,Private Room,150,0,0,0,0,0,1,1,Unknown,Asia,0
53027,5,477357070,Sk,Singapore,95,0,0,0,Private Room,95,1,0,0,0,0,1,2,Unknown,Asia,0
53028,5,478783235,Wonders Hostel,Singapore,39,0,0,40,Entire Home/Apt,39,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53029,2,118035731,Kevin,Singapore,140,0,0,16,Private Room,140,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53030,1,21522030,Qin,Singapore,100,0,0,0,Private Room,100,0,0,0,0,0,1,2,Unknown,Asia,0
53031,5,478783235,Wonders Hostel,Singapore,39,0,0,45,Entire Home/Apt,39,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53032,1,141194639,Junhua,Singapore,135,0,0,0,Private Room,135,1,0,0,0,0,1,1,Unknown,Asia,0
53033,1,456578891,Sandra,Singapore,200,0,0,1,Private Room,200,1,0,0,0,0,1,2,Unknown,Asia,0
53034,99,800558,Kim (金),Singapore,1296,0,0,0,Private Room,1296,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53035,5,477357070,Sk,Singapore,108,0,0,0,Private Room,108,1,0,0,0,0,1,1,Unknown,Asia,0
53036,99,800558,Kim (金),Singapore,511,0,0,1,Hotel Room,511,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53037,99,800558,Kim (金),Singapore,3649,0,0,0,Hotel Room,3649,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53038,99,800558,Kim (金),Singapore,992,0,0,0,Private Room,992,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53039,5,465816408,Coller,Singapore,540,0,0,4,Private Room,540,1,1,1,0,0,8,7,Unknown,Asia,1
53040,91,466330896,Blueground,Singapore,243,0,0,0,Hotel Room,243,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53041,5,50158481,Dream Lodge,Singapore,58,0,0,28,Entire Home/Apt,58,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53042,5,50158481,Dream Lodge,Singapore,58,0,0,21,Entire Home/Apt,58,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53043,1,52053615,Scott,Singapore,200,0,0,13,Hotel Room,200,1,0.817240899,1,0,0,3,4,Unknown,Asia,0
53044,99,800558,Kim (金),Singapore,2898,0,0,0,Hotel Room,2898,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53045,2,10723468,Meiling,Singapore,96,0,0,0,Private Room,96,1,0,0,0,0,1,2,Unknown,Asia,0
53046,2,10723468,Meiling,Singapore,80,0,0,0,Private Room,80,1,0,0,0,0,1,2,Unknown,Asia,0
53047,1,2067265,Jia (Charlie),Singapore,180,0,0,0,Hotel Room,180,1,0,0,0,0,3,2,Unknown,Asia,0
53048,10,455736437,Bob,Singapore,187,0,0,23,Hotel Room,187,1,0.817240899,0.71204387,0,0,4,7,Unknown,Asia,0
53049,10,455736437,Bob,Singapore,211,0,0,17,Hotel Room,211,1,0.817240899,0.71204387,0,0,5,6,Unknown,Asia,0
53050,12,25375339,シン,Singapore,42,0,0,1,Private Room,42,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53051,1,484202213,Rich,Singapore,145,0,0,0,Hotel Room,145,1,1,0,0,0,3,4,Unknown,Asia,0
53052,91,466330896,Blueground,Singapore,289,0,0,0,Hotel Room,289,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53053,28,18618387,Kaytwo,Singapore,106,0,0,1,Private Room,106,1,1,1,0,0,1,1,Unknown,Asia,0
53054,28,18618387,Kaytwo,Singapore,106,0,0,1,Private Room,106,1,1,1,0,0,1,1,Unknown,Asia,0
53055,28,18618387,Kaytwo,Singapore,106,0,0,0,Private Room,106,1,1,1,0,0,1,1,Unknown,Asia,0
53056,91,466330896,Blueground,Singapore,226,0,0,0,Hotel Room,226,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53057,91,466330896,Blueground,Singapore,257,0,0,0,Hotel Room,257,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53058,1,154321101,Francis,Singapore,70,0,0,0,Private Room,70,0,0,0,0,0,1,1,Unknown,Asia,0
53059,7,56421978,Nancy,Singapore,59,0,0,0,Private Room,59,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53060,580,138649185,Apac,Singapore,440,0,0,0,Hotel Room,440,1,0.817240899,0.71204387,0,0,3,4,Unknown,Asia,0
53061,580,138649185,Apac,Singapore,239,0,0,0,Hotel Room,239,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53062,580,138649185,Apac,Singapore,420,0,0,4,Hotel Room,420,1,0.817240899,0.71204387,0,0,2,3,Unknown,Asia,0
53063,580,138649185,Apac,Singapore,430,0,0,2,Hotel Room,430,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53064,580,138649185,Apac,Singapore,949,0,0,0,Hotel Room,949,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53065,580,138649185,Apac,Singapore,602,0,0,2,Hotel Room,602,1,0.817240899,0.71204387,0,0,2,5,Unknown,Asia,0
53066,91,466330896,Blueground,Singapore,216,0,0,0,Hotel Room,216,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53067,91,466330896,Blueground,Singapore,212,0,0,0,Hotel Room,212,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53068,7,33342825,Steve,Singapore,260,0,0,0,Private Room,260,1,0.817240899,0.71204387,0,0,1,3,Unknown,Asia,0
53069,1,228370680,Fei,Singapore,150,0,0,0,Private Room,150,0,0,0,0,0,1,2,Unknown,Asia,0
53070,108,300765938,Xacco,Singapore,290,0,0,0,Hotel Room,290,1,1,0.71204387,0,0,4,6,Unknown,Asia,0
53071,580,138649185,Apac,Singapore,800,0,0,0,Hotel Room,800,1,0.817240899,0.71204387,0,0,4,6,Unknown,Asia,0
53072,7,33342825,Steve,Singapore,450,0,0,4,Private Room,450,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,0
53073,51,1439258,Kay,Singapore,160,0,0,1,Private Room,160,1,1,0.71204387,0,0,1,1,Unknown,Asia,1
53074,51,1439258,Kay,Singapore,160,0,0,0,Private Room,160,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53075,108,300765938,Xacco,Singapore,275,0,0,0,Hotel Room,275,1,1,0.71204387,0,0,5,6,Unknown,Asia,0
53076,91,466330896,Blueground,Singapore,256,0,0,0,Hotel Room,256,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53077,1,192881406,Lok,Singapore,100,0,0,0,Private Room,100,1,0,0.71204387,0,0,1,2,Unknown,Asia,0
53078,7,33342825,Steve,Singapore,430,0,0,0,Private Room,430,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,0
53079,2,489159219,Gillian,Singapore,77,0,0,8,Private Room,77,1,1,0.71204387,0,0,2,1,Unknown,Asia,1
53080,9,337647595,Wei,Singapore,90,0,0,0,Hotel Room,90,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53081,1,311710348,Abdul,Singapore,400,0,0,0,Hotel Room,400,1,0,0,0,0,2,2,Unknown,Asia,0
53082,28,18618387,Kaytwo,Singapore,319,0,0,0,Private Room,319,1,1,1,0,0,3,4,Unknown,Asia,0
53083,28,18618387,Kaytwo,Singapore,381,0,0,1,Private Room,381,1,1,1,0,0,3,4,Unknown,Asia,0
53084,28,18618387,Kaytwo,Singapore,402,0,0,4,Private Room,402,1,1,1,0,0,5,6,Unknown,Asia,0
53085,28,18618387,Kaytwo,Singapore,174,0,0,0,Private Room,174,1,1,1,0,0,1,2,Unknown,Asia,0
53086,28,18618387,Kaytwo,Singapore,174,0,0,1,Private Room,174,1,1,1,0,0,1,2,Unknown,Asia,0
53087,28,18618387,Kaytwo,Singapore,218,0,0,1,Private Room,218,1,1,1,0,0,1,2,Unknown,Asia,0
53088,28,18618387,Kaytwo,Singapore,218,0,0,1,Private Room,218,1,1,1,0,0,2,2,Unknown,Asia,0
53089,13,489785611,Village Hotel Katong,Singapore,297,0,0,0,Private Room,297,1,0.817240899,1,0,0,1,2,Unknown,Asia,0
53090,13,489785611,Village Hotel Katong,Singapore,404,0,0,0,Private Room,404,1,0.817240899,1,0,0,0,1,Unknown,Asia,0
53091,13,489785611,Village Hotel Katong,Singapore,380,0,0,0,Private Room,380,1,0.817240899,1,0,0,1,1,Unknown,Asia,0
53092,13,489785611,Village Hotel Katong,Singapore,416,0,0,0,Private Room,416,1,0.817240899,1,0,0,0,3,Unknown,Asia,0
53093,9,337647595,Wei,Singapore,112,0,0,0,Hotel Room,112,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53094,9,337647595,Wei,Singapore,112,0,0,0,Hotel Room,112,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53095,1,16181178,Ashneil,Singapore,140,0,0,0,Private Room,140,1,0,0,0,0,1,2,Unknown,Asia,0
53096,13,489785611,Village Hotel Katong,Singapore,446,0,0,0,Private Room,446,1,0.817240899,1,0,0,0,2,Unknown,Asia,0
53097,13,489785611,Village Hotel Katong,Singapore,422,0,0,0,Private Room,422,1,0.817240899,1,0,0,1,2,Unknown,Asia,0
53098,2,489159219,Gillian,Singapore,208,0,0,0,Hotel Room,208,1,1,0.71204387,0,0,2,3,Unknown,Asia,0
53099,141,238891646,Neha,Singapore,290,0,0,0,Hotel Room,290,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53100,141,238891646,Neha,Singapore,747,0,0,2,Hotel Room,747,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53101,141,238891646,Neha,Singapore,943,0,0,3,Hotel Room,943,1,1,0.71204387,0,0,3,7,Unknown,Asia,1
53102,141,238891646,Neha,Singapore,350,0,0,0,Hotel Room,350,1,1,0.71204387,0,0,2,3,Unknown,Asia,0
53103,91,466330896,Blueground,Singapore,189,0,0,0,Hotel Room,189,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53104,91,466330896,Blueground,Singapore,213,0,0,0,Hotel Room,213,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53105,141,238891646,Neha,Singapore,335,0,0,0,Hotel Room,335,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53106,141,238891646,Neha,Singapore,335,0,0,0,Hotel Room,335,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53107,10,13468566,Andy,Singapore,188,0,0,0,Private Room,188,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53108,141,238891646,Neha,Singapore,430,0,0,0,Hotel Room,430,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53109,141,238891646,Neha,Singapore,294,0,0,0,Hotel Room,294,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53110,13,87411537,Keith,Singapore,406,0,0,3,Private Room,406,1,0.817240899,1,0,0,2,3,Unknown,Asia,0
53111,13,87411537,Keith,Singapore,378,0,0,2,Private Room,378,1,0.817240899,1,0,0,2,3,Unknown,Asia,1
53112,13,87411537,Keith,Singapore,176,0,0,7,Private Room,176,1,0.817240899,1,0,0,1,2,Unknown,Asia,0
53113,13,87411537,Keith,Singapore,154,0,0,30,Private Room,154,1,0.817240899,1,0,0,1,1,Unknown,Asia,0
53114,13,87411537,Keith,Singapore,159,0,0,1,Private Room,159,1,0.817240899,1,0,0,1,2,Unknown,Asia,0
53115,13,87411537,Keith,Singapore,235,0,0,8,Private Room,235,1,0.817240899,1,0,0,2,2,Unknown,Asia,0
53116,13,87411537,Keith,Singapore,168,0,0,5,Private Room,168,1,0.817240899,1,0,0,2,2,Unknown,Asia,0
53117,1,200394298,Seongmi,Singapore,154,0,0,0,Hotel Room,154,1,1,0,0,0,1,2,Unknown,Asia,0
53118,141,238891646,Neha,Singapore,360,0,0,0,Hotel Room,360,1,1,0.71204387,0,0,3,4,Unknown,Asia,0
53119,11,461577696,Lillian,Singapore,138,0,0,5,Private Room,138,1,1,1,0,0,1,2,Unknown,Asia,0
53120,141,238891646,Neha,Singapore,345,0,0,0,Hotel Room,345,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53121,1,86883487,Trixie,Singapore,186,0,0,0,Hotel Room,186,1,0.817240899,0,0,0,1,2,Unknown,Asia,0
53122,580,138649185,Apac,Singapore,440,0,0,2,Hotel Room,440,1,0.817240899,0.71204387,0,0,3,4,Unknown,Asia,0
53123,91,466330896,Blueground,Singapore,272,0,0,0,Hotel Room,272,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53124,141,238891646,Neha,Singapore,268,0,0,0,Hotel Room,268,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53125,141,238891646,Neha,Singapore,310,0,0,0,Hotel Room,310,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53126,91,466330896,Blueground,Singapore,281,0,0,0,Hotel Room,281,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53127,1,27503596,Hock,Singapore,146,0,0,0,Private Room,146,0,0,0,0,0,1,2,Unknown,Asia,0
53128,9,452204023,Lillian,Singapore,130,0,0,3,Private Room,130,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53129,9,452204023,Lillian,Singapore,130,0,0,3,Private Room,130,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53130,580,138649185,Apac,Singapore,440,0,0,0,Hotel Room,440,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53131,580,138649185,Apac,Singapore,467,0,0,0,Hotel Room,467,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53132,141,238891646,Neha,Singapore,440,0,0,0,Hotel Room,440,1,1,0.71204387,0,0,4,6,Unknown,Asia,0
53133,141,238891646,Neha,Singapore,380,0,0,0,Hotel Room,380,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53134,11,323944827,Green,Singapore,292,0,0,31,Hotel Room,292,1,1,0.71204387,0,0,3,7,Unknown,Asia,0
53135,5,477357070,Sk,Singapore,109,0,0,0,Private Room,109,1,0,0,0,0,1,1,Unknown,Asia,0
53136,5,477357070,Sk,Singapore,108,0,0,0,Private Room,108,1,0,0,0,0,1,1,Unknown,Asia,0
53137,1,492209564,Nichole,Singapore,180,0,0,0,Hotel Room,180,1,0,0,0,0,1,4,Unknown,Asia,0
53138,580,138649185,Apac,Singapore,320,0,0,0,Hotel Room,320,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53139,99,800558,Kim (金),Singapore,2773,0,0,0,Hotel Room,2773,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53140,580,138649185,Apac,Singapore,435,0,0,0,Hotel Room,435,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53141,4,492450365,Vibe Hotel Singapore Orchard,Singapore,3720,0,0,0,Private Room,3720,1,0,1,0,0,1,1,Unknown,Asia,0
53142,4,492450365,Vibe Hotel Singapore Orchard,Singapore,3762,0,0,0,Private Room,3762,1,0,1,0,0,1,2,Unknown,Asia,0
53143,2,492462021,Lorraine,Singapore,4088,0,0,0,Hotel Room,4088,1,0.817240899,0,0,0,2,7,Unknown,Asia,0
53144,19,474773234,River City,Singapore,43,0,0,1,Entire Home/Apt,43,1,1,0.71204387,0,0,6,1,Unknown,Asia,0
53145,19,474773234,River City,Singapore,43,0,0,2,Entire Home/Apt,43,1,1,0.71204387,0,0,6,1,Unknown,Asia,0
53146,19,474773234,River City,Singapore,45,0,0,0,Entire Home/Apt,45,1,1,0.71204387,0,0,6,1,Unknown,Asia,0
53147,19,474773234,River City,Singapore,45,0,0,0,Entire Home/Apt,45,1,1,0.71204387,0,0,6,1,Unknown,Asia,0
53148,19,474773234,River City,Singapore,198,0,0,1,Private Room,198,1,1,0.71204387,0,0,6,4,Unknown,Asia,1
53149,19,474773234,River City,Singapore,42,0,0,5,Entire Home/Apt,42,1,1,0.71204387,0,0,6,1,Unknown,Asia,0
53150,1,2224782,Patrick,Singapore,85,0,0,0,Private Room,85,1,0,1,0,0,1,2,Unknown,Asia,0
53151,2,492462021,Lorraine,Singapore,2722,0,0,0,Hotel Room,2722,1,0.817240899,0,0,0,2,7,Unknown,Asia,0
53152,6,493110459,Shazryn,Singapore,329,0,0,5,Private Room,329,1,1,0.71204387,0,0,2,3,Unknown,Asia,0
53153,580,138649185,Apac,Singapore,725,0,0,0,Hotel Room,725,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53154,580,138649185,Apac,Singapore,520,0,0,0,Hotel Room,520,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53155,580,138649185,Apac,Singapore,565,0,0,0,Hotel Room,565,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53156,580,138649185,Apac,Singapore,725,0,0,0,Hotel Room,725,1,0.817240899,0.71204387,0,0,3,4,Unknown,Asia,0
53157,6,493110459,Shazryn,Singapore,329,0,0,1,Private Room,329,1,1,0.71204387,0,0,2,3,Unknown,Asia,0
53158,6,493110459,Shazryn,Singapore,357,0,0,8,Private Room,357,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53159,6,493110459,Shazryn,Singapore,357,0,0,3,Private Room,357,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53160,6,206769167,Maggie Wu,Singapore,80,0,0,1,Private Room,80,1,0.817240899,0.71204387,0,0,1,1,Unknown,Asia,0
53161,6,206769167,Maggie Wu,Singapore,80,0,0,0,Private Room,80,1,0.817240899,0.71204387,0,0,1,1,Unknown,Asia,0
53162,91,466330896,Blueground,Singapore,250,0,0,0,Hotel Room,250,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53163,2,23545711,Li,Singapore,168,0,0,0,Hotel Room,168,1,0,0,0,0,2,4,Unknown,Asia,0
53164,4,491252389,Owen House,Singapore,260,0,0,3,Private Room,260,0,0,1,0,0,1,2,Unknown,Asia,0
53165,5,477357070,Sk,Singapore,138,0,0,0,Private Room,138,1,0,0,0,0,1,1,Unknown,Asia,0
53166,2,58510590,Vacation Rental,Singapore,88,0,0,0,Entire Home/Apt,88,0,0,1,0,0,2,2,Unknown,Asia,0
53167,41,46685310,Yyin,Singapore,258,0,0,2,Hotel Room,258,1,0.817240899,0.71204387,0,0,1,3,Unknown,Asia,0
53168,46,61619807,Ong,Singapore,270,0,0,11,Hotel Room,270,1,0.817240899,0.71204387,0,0,1,5,Unknown,Asia,1
53169,46,61619807,Ong,Singapore,233,0,0,8,Hotel Room,233,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,0
53170,91,466330896,Blueground,Singapore,229,0,0,0,Hotel Room,229,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53171,51,1439258,Kay,Singapore,106,0,0,0,Private Room,106,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53172,5,478783235,Wonders Hostel,Singapore,68,0,0,31,Entire Home/Apt,68,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53173,91,466330896,Blueground,Singapore,269,0,0,0,Hotel Room,269,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53174,91,466330896,Blueground,Singapore,244,0,0,0,Hotel Room,244,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53175,59,10248444,Recr,Singapore,243,0,0,5,Hotel Room,243,1,0.817240899,0.71204387,0,0,1,5,Unknown,Asia,0
53176,59,10248444,Recr,Singapore,256,0,0,1,Hotel Room,256,1,0.817240899,0.71204387,0,0,1,5,Unknown,Asia,1
53177,59,10248444,Recr,Singapore,265,0,0,2,Hotel Room,265,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,0
53178,59,10248444,Recr,Singapore,242,0,0,1,Hotel Room,242,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,1
53179,1,24396553,Danielle,Singapore,145,0,0,0,Hotel Room,145,1,0,0,0,0,2,4,Unknown,Asia,0
53180,6,494593479,Kelvin,Singapore,259,0,0,5,Private Room,259,1,1,1,0,0,1,2,Unknown,Asia,0
53181,6,494593479,Kelvin,Singapore,280,0,0,1,Private Room,280,1,1,1,0,0,1,2,Unknown,Asia,1
53182,2,333322723,Daniel,Singapore,89,0,0,0,Private Room,89,1,0,0,0,0,1,1,Unknown,Asia,0
53183,2,333322723,Daniel,Singapore,73,0,0,0,Private Room,73,1,0,0,0,0,1,1,Unknown,Asia,0
53184,7,337002461,Zuzu,Singapore,265,0,0,0,Private Room,265,1,1,1,0,0,1,3,Unknown,Asia,0
53185,62,23336011,Heritage,Singapore,160,0,0,6,Hotel Room,160,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53186,580,138649185,Apac,Singapore,250,0,0,0,Hotel Room,250,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53187,580,138649185,Apac,Singapore,280,0,0,0,Hotel Room,280,1,0.817240899,0.71204387,0,0,3,4,Unknown,Asia,0
53188,62,23336011,Heritage,Singapore,192,0,0,3,Hotel Room,192,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53189,580,138649185,Apac,Singapore,1005,0,0,0,Hotel Room,1005,1,0.817240899,0.71204387,0,0,4,6,Unknown,Asia,0
53190,91,466330896,Blueground,Singapore,244,0,0,0,Hotel Room,244,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53191,91,466330896,Blueground,Singapore,315,0,0,1,Hotel Room,315,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53192,51,109333133,Pat,Singapore,243,0,0,11,Hotel Room,243,1,0.817240899,0.71204387,0,0,1,5,Unknown,Asia,0
53193,91,466330896,Blueground,Singapore,231,0,0,0,Hotel Room,231,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53194,91,466330896,Blueground,Singapore,160,0,0,0,Hotel Room,160,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53195,91,466330896,Blueground,Singapore,234,0,0,0,Hotel Room,234,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53196,62,23336011,Heritage,Singapore,224,0,0,2,Hotel Room,224,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53197,62,23336011,Heritage,Singapore,210,0,0,27,Hotel Room,210,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53198,62,23336011,Heritage,Singapore,196,0,0,4,Hotel Room,196,1,1,0.71204387,0,0,1,2,Unknown,Asia,1
53199,91,466330896,Blueground,Singapore,251,0,0,1,Hotel Room,251,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53200,91,466330896,Blueground,Singapore,280,0,0,0,Hotel Room,280,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53201,91,466330896,Blueground,Singapore,361,0,0,0,Hotel Room,361,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53202,1,94722456,Kaivikai,Singapore,121,0,0,22,Private Room,121,1,1,0.71204387,0,0,1,1,Unknown,Asia,0
53203,91,466330896,Blueground,Singapore,207,0,0,0,Hotel Room,207,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53204,91,466330896,Blueground,Singapore,280,0,0,1,Hotel Room,280,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53205,99,800558,Kim (金),Singapore,2898,0,0,0,Hotel Room,2898,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53206,59,10248444,Recr,Singapore,236,0,0,2,Hotel Room,236,1,0.817240899,0.71204387,0,0,1,3,Unknown,Asia,0
53207,59,10248444,Recr,Singapore,259,0,0,3,Hotel Room,259,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,0
53208,1,39149468,Ankit,Singapore,642,0,0,0,Private Room,642,1,0,1,0,0,1,2,Unknown,Asia,0
53209,1,218232,Azan,Singapore,184,0,0,0,Hotel Room,184,1,0,0,0,0,4,6,Unknown,Asia,0
53210,6,494593479,Kelvin,Singapore,282,0,0,6,Private Room,282,1,1,1,0,0,1,2,Unknown,Asia,1
53211,141,238891646,Neha,Singapore,246,0,0,0,Hotel Room,246,1,1,0.71204387,0,0,2,4,Unknown,Asia,0
53212,19,474773234,River City,Singapore,42,0,0,0,Entire Home/Apt,42,1,1,0.71204387,0,0,9,1,Unknown,Asia,0
53213,19,474773234,River City,Singapore,42,0,0,2,Entire Home/Apt,42,1,1,0.71204387,0,0,9,1,Unknown,Asia,0
53214,19,474773234,River City,Singapore,42,0,0,2,Entire Home/Apt,42,1,1,0.71204387,0,0,9,1,Unknown,Asia,0
53215,59,10248444,Recr,Singapore,236,0,0,1,Hotel Room,236,1,0.817240899,0.71204387,0,0,1,4,Unknown,Asia,1
53216,1,4851019,Teddy,Singapore,68,0,0,0,Private Room,68,1,0.817240899,0,0,0,1,1,Unknown,Asia,0
53217,1,209848970,Sheryl,Singapore,41,0,0,0,Private Room,41,1,0,0,0,0,1,1,Unknown,Asia,0
53218,11,323944827,Green,Singapore,324,0,0,26,Hotel Room,324,1,1,0.71204387,0,0,3,7,Unknown,Asia,0
53219,91,466330896,Blueground,Singapore,249,0,0,0,Hotel Room,249,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53220,108,300765938,Xacco,Singapore,275,0,0,0,Hotel Room,275,1,1,0.71204387,0,0,4,4,Unknown,Asia,0
53221,580,138649185,Apac,Singapore,273,0,0,0,Hotel Room,273,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53222,91,466330896,Blueground,Singapore,213,0,0,0,Hotel Room,213,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53223,91,466330896,Blueground,Singapore,201,0,0,0,Hotel Room,201,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53224,6,494593479,Kelvin,Singapore,192,0,0,4,Private Room,192,1,1,1,0,0,1,1,Unknown,Asia,1
53225,141,238891646,Neha,Singapore,235,0,0,0,Hotel Room,235,1,1,0.71204387,0,0,1,2,Unknown,Asia,0
53226,580,138649185,Apac,Singapore,218,0,0,0,Hotel Room,218,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53227,580,138649185,Apac,Singapore,258,0,0,0,Hotel Room,258,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53228,580,138649185,Apac,Singapore,259,0,0,0,Hotel Room,259,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53229,91,466330896,Blueground,Singapore,259,0,0,0,Hotel Room,259,1,0.817240899,0.71204387,0,0,2,4,Unknown,Asia,0
53230,2,260771308,Buchao,Singapore,75,0,0,0,Private Room,75,1,0.817240899,0,0,0,1,2,Unknown,Asia,0
53231,580,138649185,Apac,Singapore,218,0,0,0,Hotel Room,218,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
53232,580,138649185,Apac,Singapore,293,0,0,0,Hotel Room,293,1,0.817240899,0.71204387,0,0,1,2,Unknown,Asia,0
